Report Year,"NYC Borough, Block and Lot (BBL)",City,Primary Property Type - Portfolio Manager-Calculated,Year Built,ENERGY STAR Score,Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Total (Location-Based) GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Address 1
2022,1000200009,New York,Office,1983,86,20504103.7,20918873.5,1611.7,368305,45 Broadway
2022,1000200016,New York,Office,1981,79,21537084.7,21647271.7,1683.9,354072,55 Broadway
2022,1000210001,New York,Office,1916,90,32996456.6,33722296.7,2535.2,709506,61 Broadway
2022,1000210004,new york,Office,1917,87,32061171.4,32061171.4,2514.9,371573,65 broadway
2022,1000220013,New York,Office,1923,87,78762410.8,78116226.8,6125,860889,26 Broadway
2022,1000220013,New York,K-12 School,2008,76,7324188.2,7324188.2,616.5,200000,26 Broadway
2022,1000220017,New York,Office,1900,43,11308685.5,11149958.4,932.2,142990,32 Broadway
2022,1000220017;1000220020,New York,Office,1898,Not Available,37258080.4,37779233.7,2644.2,532907,32 - 42 Broadway
2022,1000220020,New York,Office,1904,82,25949394.9,26797729.5,1712,389917,42 Broadway
2022,1000240001,New York,Office,1962,69,76030553.6,74716141.4,5693.3,1026901,60 Broad Street
2022,1000250001,New York,Office,1965,63,32164907.4,32654927,2407.6,410295,55 Broad Street
2022,1000290001,New York,Office,1983,79,57914209,58958368.8,4619.5,1026120,85 Broad Street
2022,1000290036,New York,Financial Office,1907,76,7421771.3,7569345.3,604.7,112500,1 William Street
2022,1000290073,New York,Office,1950,63,10446243.8,10929737.6,758.3,97596,44 Beaver St
2022,1000290086,Manhattan,Parking,1962,Not Available,1551395,1559471.4,108.8,2500,14 South William Street
2022,1000297503,New York,Multifamily Housing,1900,1,4000433.1,4122155.6,262.8,25483,21 South William Street
2022,1000310001,New York,Multifamily Housing,1972,36,36160666.2,36310614.7,2453.6,529054,10 Hanover Square
2022,1000327501,New York,Office,1972,81,243613204,245257387.1,19281.1,3486407,55 Water St
2022,1000330001,New York,Office,1969,70,48491774,47756343.4,3516.9,546882,77 Water Street
2022,1000330001,New York,Office,1969,69,48491770.9,47750285.8,3516.9,542010,77 Water Street
2022,1000330011,New York,Multifamily Housing,1969,18,35726915.8,35824180.4,2712.2,473460,95 Wall Street
2022,1000340037,New York,Museum,1920,Not Available,123645.4,123645.4,10.5,19568,100 Old Slip
2022,1000350001,New York,Office,1987,76,83957582.5,85039798.8,6684.9,1084177,32 Old Slip
2022,1000360018,New York,Transportation Terminal/Station,1900,Not Available,408170.7,425969.2,34.5,6549,Pier 11
2022,1000370023,New York,Office,1983,71,72688209.4,73758779.2,5655,1189698,180 Maiden Lane
2022,1000390001,New York,Hotel,1980,98,5107040.9,5107040.9,431.8,122157,88 Wall Street
2022,1000390012,New York,Office,1960,Not Available,72958943.6,71761892.2,5353.2,1084110,80 Pine Street
2022,1000400003,NEW YORK,Office,1989,Not Available,66096363.8,68186733.7,5069.9,1625483,60 WALL STREET
2022,1000400014,New York,Office,1926,75,17169508.1,17231625,1371.1,313918,48 Wall Street
2022,1000400016,New York,Hotel,1902,57,9858539.8,10056177.5,760.2,119467,52 William Street
2022,1000410024,New York,Office,1900,75,1244190,1233819.5,97.3,42000,62 William Street
2022,1000420001,NEW YORK,Multifamily Housing,1950,26,20884171,20926650.6,1565.1,290116,100 MAIDEN LANE
2022,1000430002,New York,Office,1929,86,60603701.9,60210411,4660,1155995,40 Wall Street
2022,1000447501,New York,Multifamily Housing,1928,77,22993224.2,22854541.1,1913.4,616399,20 Pine St
2022,1000460001,New York,Office,1932,57,15701409.5,16147970.2,1218.8,192500,2 Wall Street
2022,1000460009,New York,Office,1912,43,109171564.2,107820232.1,7957.3,1087770,14 Wall Street
2022,1000480001,New York,Office,1967,Not Available,58897583.3,58519139.8,4977.2,1272119,140 Broadway
2022,1000490002,New York,Office,1905,85,23189888,23339523.7,1793.1,450000,111 Broadway
2022,1000500001,New York,Office,1908,81,23640509.6,24057822.8,1843.7,400000,115  Broadway
2022,1000510007,New York,Office,2016,Not Available,13055915.8,Not Available,1102.9,317288,76 Trinity Place
2022,1000510015,New York,K-12 School,1968,6,13827847.1,13419385.8,987.8,99000,90 Trinity Place
2022,1000520001,New York,K-12 School,1958,4,16424008.9,16424008.9,1174.8,115125,100 Trinity Place
2022,1000520008,New York City,Hotel,2016,24,16972281,16919503.9,1019.8,136993,133 Greenwich Street
2022,1000527502,New York,Multifamily Housing,1913,Not Available,6102448.5,6205288.1,399.8,79618,114 Liberty Street
2022,1000530002,New York,Hotel,2014,68,11072596,11072596,810.9,142236,99 Washington Street
2022,1000530038,New York,Hotel,2017,27,6421504.8,6421504.8,456.8,75337,100 Greenwich Street
2022,1000557501,New York,Office,1921,69,51000637.6,49542350.9,3296.6,502238,40 Rector Street
2022,1000630006,New York,Retail Store,1950,26,3566120.2,3697829.3,268.2,33000,25 Church Street
2022,1000637501,New York,Multifamily Housing,2022,Not Available,3867678.8,3867678.8,313.4,241981,185 Broadway
2022,1000640009,New York,Office,1901,36,3051179.1,3088989,240.1,30681,59 LIBERTY STREET
2022,1000640015,Manhattan,Office,1908,87,11439247.2,11805000.6,881.2,150000,160 Broadway
2022,1000650006,New York,Multifamily Housing,1900,28,3418561.1,3428703.8,228.4,40446,21 Maiden Lane
2022,1000650007,New York,Office,1908,88,7146181.7,7281432.3,540.1,144200,15 Maiden Lane
2022,1000657501,New York,Multifamily Housing,1920,33,2266570.4,2276445.5,164.2,34606,65 Nassau Street
2022,1000660001,New York,Office,1924,34,91550737.8,92987973.8,6889,870210,33 Liberty Street
2022,1000670001,New York,Office,1965,64,101069183.4,98525533,7633.5,1073000,59 Maiden Lane
2022,1000670023,New York,Office,1986,80,30583965.9,30664343.2,2452.9,531959,33 Maiden Lane
2022,1000680016,New York,Multifamily Housing,1907,57,6854570.4,6938481.6,486.6,122959,84 William st.
2022,1000687502,New York,Multifamily Housing,1950,32,8039006.7,8166996,614.6,135281,90 William Street
2022,1000690001,New York,Hotel,2019,66,11172711.4,11103160.3,807.6,148868,215 Pearl Street
2022,1000690006; 1000690018,New York,Multifamily Housing,2000,56,60559037.8,61002656.5,3979.8,876495,2 Gold Street and 201 Pearl Street
2022,1000690030,New York,Hotel,2013,33,12007259.9,12175873.7,834.3,114226,6 Platt Street
2022,1000690032,New York,Multifamily Housing,1931,53,20215025.2,20076900.9,1450.8,338463,116 John Street
2022,1000700043,New York,Office,1972,Not Available,12649635.8,Not Available,877.2,481819,160 Water St
2022,1000717501,new york,Office,1983,92,18990441.8,19270677.4,1529.5,699206,175 Water street
2022,1000720007,New York,Hotel,2018,63,10354618.7,10401961.8,778,139891,151 Maiden Lane
2022,1000720012,New York,Hotel,2013,6,13139708,13250082.2,753,70044,161 Front Street
2022,1000720013,New York,Office,1815,Not Available,113651.4,113651.4,9.6,58500,163 Front Street
2022,1000720031,New York,Office,1950,Not Available,12336.7,12336.7,1,43818,80 South Street
2022,1000727501,New York,Multifamily Housing,1840,Not Available,1160725.8,1172717,87.1,30668,170 John Street
2022,1000730002,New York,Other - Entertainment/Public Assembly,2011,Not Available,508120.7,513576.7,39.6,3300,"Pier 15, South Street"
2022,1000730010,New York,Enclosed Mall,2018,Not Available,47174078.3,47174078.3,3462.8,242074,95 South Street
2022,1000730010,New York,Other - Mall,2015,Not Available,894288065.6,888463867.3,47535,242074,95 South St
2022,1000730011,New York,Enclosed Mall,2020,Not Available,12921650.8,12921650.8,957.5,59020,95 Marginal Street
2022,1000730011,New York,Other - Restaurant/Bar,2019,Not Available,12947101.8,12947101.8,959.2,59020,95 Marginal St
2022,1000740001,New York,Other,1980,Not Available,20324821.4,20876048.2,1347.2,96560,89 South St.
2022,1000747501,New York,Office,1984,78,55553209.8,56062032.1,4410.3,988890,199 Water Street
2022,1000750030,Manhattan,Office,1929,93,16401324.5,16803264.2,1225.2,296076,111 John Street
2022,1000760001,New York,Office,1888,26,4167296.7,4167296.7,315.6,40564,"64 Fulton Street, Room 1001"
2022,1000767501,New York City,Multifamily Housing,2000,70,11115953.6,11183052,676,158477,15 Cliff St
2022,1000770008,New York,Office,1958,Not Available,40727527.7,41251449.7,3112.5,891643,110 William Street
2022,1000770024,New York,Multifamily Housing,1900,7,18984326.2,19261553.2,1155,159000,33 Gold st
2022,1000780001,New York,Multifamily Housing,1905,98,4586321.9,4684275.3,281.5,79988,135 William Street
2022,1000780020,New York,Multifamily Housing,1999,19,7123810.2,7257684.6,462.6,80006,106 Fulton Street
2022,1000780047,New York,Multifamily Housing,2018,70,24638882.4,Not Available,1695.5,454957,19 Dutch St
2022,1000787505,New York,Multifamily Housing,1930,Not Available,2546324.9,2562921,156.4,32107,72 Nassau Street
2022,1000787511,New York City,Residence Hall/Dormitory,1900,31,13258089.9,13215149.6,960,109072,55 John St.
2022,1000790010,New York,Office,1920,94,3039262.7,3039262.7,255.7,119223,17 John Street
2022,1000790010,New York,Mixed Use Property,1920,Not Available,4098862.7,4098862.7,312,134910,17 John Street
2022,1000797502,New York,Multifamily Housing,1900,59,6697641.2,6810569.8,449,76233,130 Fulton Street
2022,1000800004,New york,Hotel,1992,51,43726540.6,44104447.7,2883,383166,55 Church street
2022,1000880001,New York,Office,1918,87,4848718.6,4785107.6,409.9,133198,217 Broadway
2022,1000880002,New York,Office,1930,100,0,Not Available,0,30000,14 Vesey st
2022,1000880018,Manhattan,Office,1927,86,36155915.1,36878794.8,2853.3,480831,225 Broadway
2022,1000890003,New York,Hotel,2018,9,11116365.8,11171377,816.4,119011,26 Ann St
2022,1000900017,New York,Multifamily Housing,2012,29,14836645,14810879.1,1002.6,182499,113 Nassau Street
2022,1000910013,New York,Office,1929,36,3959703.8,4018431.9,284,38320,129 Fulton Street
2022,1000917501,New York,Multifamily Housing,1919,Not Available,1839154.2,1848452,120.9,34203,119 FULTON STREET
2022,1000917503,New York,Multifamily Housing,1900,Not Available,1189302.8,1212587,77.4,30740,42 Ann Street
2022,1000920003,New York,Multifamily Housing,1908,Not Available,2673885.2,2726529.7,160.2,33248,165 William Street
2022,1000920014,New York,Hotel,2015,15,5941963.3,Not Available,412,56790,49 Ann Street
2022,1000920032,NY,Office,1925,93,931142.3,952360.3,63.2,26791,19 Beekman Street
2022,1000920034,New York,Parking,1963,Not Available,434149.7,439226.8,36.7,38964,25 Beekman St
2022,1000927502,New York,College/University,1985,Not Available,12647720.5,13091099.7,951.4,187518,161 William St
2022,1000930001,Manhattan,Office,1927,84,48483303.9,46386387.2,3453.6,463679,150 William Street
2022,1000930001,New York,Office,1927,89,15179160.4,15102345.3,1283.3,436836,150 William St
2022,1000937501,New York,Mixed Use Property,1955,Not Available,15481730.7,15730305.9,1226.7,247929,156 William Street
2022,1000940025,New York,Office,1970,83,47628122.6,48195324.2,3463.8,594000,100 Gold St
2022,1000960001,New York,Enclosed Mall,1983,Not Available,21014633.4,21014633.4,1660.2,128123,11 Fulton Street
2022,1000960001,New York,Other - Mall,1983,Not Available,19008.7,19008.7,1.6,128123,11 Fulton St
2022,1000960005,New York,Other,1983,Not Available,10004166.2,10098638.8,674.4,80000,207 Front St.
2022,1000960012,New York,Mixed Use Property,1983,Not Available,179787,179787,15.2,11500,201 Front St
2022,1000970010,New York,Multifamily Housing,1860,95,862518,864927.3,63.9,27698,156 Beekman Street
2022,1000970018,New York,Multifamily Housing,2004,5,3195772.9,3195772.9,234.6,40000,213 Front St
2022,1000977503,New York,Multifamily Housing,1910,Not Available,1955801.2,1960491.3,154.2,33145,220 Front St
2022,1000977505,New York,K-12 School,1989,3,4088618.9,4107126.7,263,31844,241 WATER ST.
2022,1001007502,New York,Multifamily Housing,2012,30,65144801.4,65389944.3,4994.5,1016253,8 Spruce Street
2022,1001007502,New York,K-12 School,2010,21,6128269.9,6033796.9,515.4,91869,12 Spruce Street
2022,1001060009,New York,K-12 School,2015,56,4857480,4816402.7,401.7,112354,1 Peck Slip
2022,1001067504,New York,Multifamily Housing,1900,100,835639.4,835639.4,48.9,38202,264 Water St
2022,1001070028,New York,Multifamily Housing,2010,63,2381929.4,2422665.7,159.7,33935,254 Front St
2022,1001110100,MANHATTAN,Multifamily Housing,1953,1,487372635.8,503064124.4,28387.1,2149568,20 CATHERINE SLIP
2022,1001110150,New York,Other - Lodging/Residential,1950,Not Available,5914752.7,6257115.9,342.8,115659,Classified DHS Location
2022,1001110160,New York,K-12 School,1965,60,8403983.3,8734909.8,591.5,122234,80 Catherine St
2022,1001110160,New York,K-12 School,1966,77,6255501.6,6514552.6,442.7,105725,80 Catherine St
2022,1001110160,New York,Fitness Center/Health Club/Gym,1965,Not Available,2007587,2067348.8,140.7,16020,80 Catherine St
2022,1001110160,New York,Other - Recreation,1965,Not Available,140894.7,148248.9,8.2,614,80 Catherine St
2022,1001130100,New York,K-12 School,1975,29,35614938.1,35469752,2592.2,366200,411 Pearl Street
2022,1001137501,New York,Office,1974,57,140553159.2,141162816.5,11669.8,1102584,375 Pearl Street
2022,1001190001,New York,Office,1973,41,94175841.2,94486654.6,7406.3,1000518,Classified NYPD Location
2022,1001210001,New York,Office,1913,95,60387766.7,63077694.7,4176.1,1070800,1 Centre St
2022,1001210001; 1001220001; 1001530024,New York,Office,1811,Not Available,117991883.9,121320769.3,8772.9,1505431,1 Centre St
2022,1001220001,New York,Office,1811,1,38503003,38502135.3,3148.8,52000,City Hall Park
2022,1001220001,New York,Office,1871,76,9458070,9597293.9,753.4,170131,52 Chambers St
2022,1001240008,New York,Multifamily Housing,2013,100,1033789,1033789,66.7,46000,19 Park Pl
2022,1001247502,New York,Office,1963,71,56293159.9,55454135.5,4103.8,667612,250 Broadway
2022,1001250020,New York,Office,1958,80,59910904.6,60301249.7,4751.4,995213,100 Church Street
2022,1001270001,New York,College/University,2012,Not Available,38072121,38436261.2,2951.3,397737,245 Greenwich St
2022,1001270018,New York,Office,1985,Not Available,30556596.5,30766764.7,2496.2,507000,255 Greenwich Street
2022,1001340011,New York,Multifamily Housing,1930,Not Available,2445719.5,2459118,187.6,30999,125 Church st
2022,1001347501,New York,Office,1893,Not Available,15810596.6,15991748.4,1202.6,267438,253-256 Broadway
2022,1001357504,New York,Multifamily Housing,1928,Not Available,24841296.8,25058214.2,1902.4,335676,270 Broadway (80 Chambers St.)
2022,1001357508,New York,Multifamily Housing,2006,Not Available,1447417.4,1483225.6,90.9,25367,16 Warren Street
2022,1001357510,New York,Multifamily Housing,1950,100,642530.5,642530.5,37.2,67111,149 Church St
2022,1001367502,New York,Multifamily Housing,1900,60,3539230.6,3639238.2,253.6,70229,38 Warren St
2022,1001367505,New York,Hotel,2009,23,7132344.3,7217331.5,567.5,71407,85 West Broadway
2022,1001370005,New York,Multifamily Housing,1950,100,1641594.6,1613054.6,115,74900,80 Warren Street
2022,1001377503,NEW YORK,Multifamily Housing,1950,Not Available,2744826.2,2805540.6,181.8,30062,92 WARREN STREET
2022,1001400001,New York,Multifamily Housing,1915,Not Available,1919278.6,1973422.2,136.7,27256,1 Hudson Street
2022,1001400005,New York,Multifamily Housing,1997,76,8256305.6,8360104.1,629.8,144568,121 Reade Street
2022,1001407505,New York,Multifamily Housing,1931,Not Available,7930924.7,8056881.6,540.4,98887,157 CHAMBERS STREET
2022,1001420001,New York,K-12 School,1988,41,6925918.7,7169969.3,499.3,84903,292 Greenwich Street
2022,1001420025,New York,K-12 School,1973,31,1054444.5,1054444.5,89.1,18600,334 Greenwich Street
2022,1001420050,New York,College/University,1983,Not Available,71246811,71246811,5453.4,723777,199 Chambers St
2022,1001427501,NEW YORK,Retail Store,2000,88,1297106,1297106,109.7,37500,97 WARREN STREET
2022,1001437503,New York,Multifamily Housing,1920,Not Available,2350164.3,2417642.4,145.5,27194,16 Jay Street
2022,1001450012,New York,Hotel,1845,1,12019734.2,12048607.4,791.8,53039,95 West Broadway
2022,1001460018,Manhattan,Retail Store,1950,89,1256395.5,1283243.7,90.5,31030,142 Duane Street
2022,1001467501,New York,Multifamily Housing,1895,44,2760418.3,2806259.8,186.5,47243,100 Reade Street
2022,1001477509,New York,Multifamily Housing,1915,Not Available,6596984,6596984,450.1,80172,137 Duane Street
2022,1001500015,New York,Multifamily Housing,1920,Not Available,3264531.9,3266987,218,29165,122 Duane Street
2022,1001500017,New York,Multifamily Housing,1915,Not Available,1528715.1,1528715.1,98.7,27853,118 Duane Street
2022,1001500025,New York,Fire Station,1904,Not Available,2116475.6,2075421,131,19381,100 Duane St
2022,1001500038,New York,Office,1910,75,7175835.7,Not Available,569.5,128940,"291 Broadway, 19th Floor"
2022,1001507501,New York,Multifamily Housing,1915,Not Available,3066146.5,3058147.9,222.5,60955,70 READE STREET
2022,1001530001,New York,Office,1845,91,12643377.9,12795341.9,1001.6,242062,280 Broadway
2022,1001530024,New York,Office,1901,95,9643044.2,10096595.4,694.7,212500,31 Chambers St
2022,1001540023,New York,Office,1875,79,7533135.7,7745208,563.8,99000,22 Reade St
2022,1001550001,New York,Office,1927,76,25664992,26261594.3,1851.9,363309,2 Lafayette St
2022,1001550003,New York,Office,1935,79,5850084.4,5829424.2,443.7,103158,52 Duane Street
2022,1001600021,New York,Courthouse,1925,37,48434812.1,51583830.2,3563.8,322300,60 Centre St
2022,1001640009,Manhattan,Multifamily Housing,1950,1,7244724.4,7329973.7,438.6,50737,46-50 Mulberry Street
2022,1001660027,New York,Office,1928,78,33638263.8,34330283,2519.8,472500,80 Centre St
2022,1001670001,New York,Courthouse,1938,53,97821871.8,100203120.7,6026.6,795700,100 Centre St
2022,1001670001,New York,Prison/Incarceration,1989,Not Available,18074466.1,18074466.1,1527.8,514000,125 White St
2022,1001670001; 1001980001,New York,Courthouse,1938,Not Available,115896338,118087601.7,7554.4,1545842,100 Centre St
2022,1001680032,New York,Office,1932,89,22382908,22673330.9,1676.5,406109,125 Worth St
2022,1001690001,New York,Other,1973,Not Available,180126.3,178567.4,15.2,600,101 Centre St
2022,1001690010,New York,Courthouse,1960,87,23721249.2,23922130,1795.5,467000,111 Centre St
2022,1001700001,New York,Multifamily Housing,1999,71,8410672.5,8461594,557.8,139697,336 Broadway
2022,1001710005,New York,Multifamily Housing,1900,Not Available,62821.7,62821.7,5.3,48180,358 Broadway
2022,1001710031,New York,Courthouse,1975,86,25041781.3,25455773.5,1920.6,491000,60 Lafayette St
2022,1001717501,New York,Multifamily Housing,1915,100,705492,705720.2,59,44892,356 Broadway
2022,1001717503,New York,Multifamily Housing,1920,100,6302390.3,6321400,451.5,141014,101 Leonard Street
2022,1001730027,New York,Multifamily Housing,2007,Not Available,23183600.6,23352525.2,1558.4,358500,88 Leonard Street
2022,1001737503,New York,Multifamily Housing,1920,Not Available,10957463.9,11054277.8,742,91820,78 - 80 Leonard Street/  79-81 Worth Street
2022,1001740005,New York,Multifamily Housing,1910,Not Available,1382168.3,1413772.9,99.2,34932,79 Leonard Street
2022,1001740023,New York,Multifamily Housing,1915,Not Available,1302681.9,1320077.5,87.6,27540,81 Franklin Street
2022,1001740037,NY,Office,1915,77,2270414.6,2273710.4,163.9,44940,349 Broadway
2022,1001747502,New York,Multifamily Housing,1915,Not Available,2237122.2,2295531.8,136.7,27525,95 Franklin Street
2022,1001747505,New York,Multifamily Housing,1915,Not Available,3325222.6,3383993.3,281.1,86212,67 Franklin Street
2022,1001750020,New York,Multifamily Housing,1915,Not Available,1670528.8,1706467,114.7,35845,45 White Street
2022,1001750029,New York,Office,1915,92,1036579.3,1063571.6,87.6,45000,373 Broadway
2022,1001757501,Manhattan,Office,1920,61,7124210.3,7206874.1,540.5,100650,377 Broadway
2022,1001760001,New York,Office,1928,63,4562501.7,4696475.3,332.4,60610,57 Worth Street
2022,1001760004,New York,Office,1915,52,3833398.9,3923503.6,288.5,49000,55 Worth Street
2022,1001760018,New York,College/University,2009,Not Available,21841690.4,22030658.7,1688.1,235000,185 West Broadway
2022,1001760018; 1001760001; 1001760004,New York,College/University,2009,Not Available,30237591,30642110.5,2309,344852,185 West Broadway
2022,1001770027,Manhattan,Multifamily Housing,1915,Not Available,1073331.1,1088876.5,73.2,25947,105 Franklin Street
2022,1001780016,New York,Multifamily Housing,2006,Not Available,1701627.6,1720644.8,129,29363,217-219 West Broadway
2022,1001780022,New York,Multifamily Housing,1868,Not Available,2804027.7,2893254.8,204.9,17495,5 White Street
2022,1001787502,New York,Multifamily Housing,1925,Not Available,3590647.5,3681983.7,257.2,32081,211 West Broadway
2022,1001790017,New York,Multifamily Housing,1915,75,2903159.2,2932105.4,184.2,51748,84 Hudson Street
2022,1001790032,New York,Multifamily Housing,2009,Not Available,4663307.4,4694913.2,336.6,53020,176 WEST BROADWAY
2022,1001790063,New York,Office,1915,Not Available,1616587.8,1622463.6,132.7,33800,143 Franklin Street
2022,1001797507,New York,Multifamily Housing,1940,Not Available,1243879,1262466.6,95.5,32405,15 Leonard Street
2022,1001807507,New York,Multifamily Housing,1920,Not Available,2819809.9,2883684.4,192.8,31063,345 Greenwich Street
2022,1001807508,New York,Multifamily Housing,1915,Not Available,7238186.4,7267751.2,472,42860,21 Jay Street
2022,1001810016,New York,Mixed Use Property,2002,Not Available,2265872.5,2273506.7,162.4,25998,179 Franklin Street
2022,1001870025,New York,Multifamily Housing,1881,Not Available,3708507.7,3697730.9,280.7,35600,117 Hudson Street
2022,1001870030,New York,Multifamily Housing,1920,Not Available,4628495.7,4757129.6,272.4,96005,105 Hudson Street
2022,1001877503,Manhattan,Multifamily Housing,1906,Not Available,2433113.2,2524379.2,149.4,27866,111 Hudson street
2022,1001890025,New York,Multifamily Housing,1890,Not Available,1188738.1,1206397.2,82.2,29000,34 N. Moore St
2022,1001897501,New York,Multifamily Housing,1915,85,2152357.9,2120253.8,169.3,68475,220 WEST BROADWAY
2022,1001897502,New York,Multifamily Housing,1921,Not Available,2669386.3,2727446.6,182.7,50151,110 Hudson St
2022,1001897506,New York,Multifamily Housing,1950,Not Available,1240948.8,1270886.8,81.2,30912,152 Franklin Street
2022,1001897508,New York,Multifamily Housing,1915,Not Available,998892.6,1025538.4,65.3,25051,38-40 North Moore Street
2022,1001900033,New York,Police Station,1915,Not Available,2816173.3,2940120.5,182.5,23300,16 Ericsson Pl
2022,1001907501,New York,Multifamily Housing,1909,Not Available,1451349.1,1488481.6,98.8,30421,39 North Moore Street
2022,1001907506,New York,Multifamily Housing,2000,90,2706816.7,2663777.7,225.5,86997,124 Hudson St
2022,1001907508,New York,Multifamily Housing,2008,Not Available,1211587.3,1215627.5,91.4,30431,1 North Moore St
2022,1001937509,New York,Multifamily Housing,1950,Not Available,2327241.6,2391869.1,156,37008,51 WALKER STREET
2022,1001937511,New York,Multifamily Housing,1920,Not Available,1749050.4,1752324.6,123.2,34199,60 White Street
2022,1001937512,New York,Multifamily Housing,1869,Not Available,1612407.6,1612407.6,124.4,34884,62 White St
2022,1001940032,New York,Multifamily Housing,1915,Not Available,1541974.6,1547266.3,113.2,29168,60-62 Lispenard Street
2022,1001940042,New York,Office,1930,80,13191027.3,13529692.6,1026.6,246249,401 Broadway
2022,1001947501,New York,Multifamily Housing,1915,Not Available,1138127.4,1160998.9,75.2,33120,50 Walker Street
2022,1001947508,New York,Multifamily Housing,1950,Not Available,1579333.4,1586773.7,109.8,29124,52 LISPENARD STREET
2022,1001950002,New York,Office,1882,51,4051247.2,4143001.2,316.4,43300,384 Broadway
2022,1001950007,New York,Hotel,2012,83,5710804.5,5694528.6,438.9,61219,396 BROADWAY
2022,1001960005,New York,Office,1915,Not Available,2397425.4,2436242.2,178.3,56210,408 Broadway
2022,1001960021,New York,Office,1856,57,3179774.7,Not Available,259.6,45000,254 Canal Street
2022,1001960022,new York,Office,1908,59,4361523.8,4425642.6,347.3,36894,110 lafayette
2022,1001970007,new york,Office,1928,Not Available,2123530.2,Not Available,167.2,56345,101 Lafayette St.
2022,1001970017,New York,Office,1915,86,3621251.7,3716132.7,217,59000,137 Centre St
2022,1001977501,New York,Office,1920,50,2577195.9,2553196.7,203.7,36244,109 Lafayette Street
2022,1001980001,New York,Prison/Incarceration,1989,Not Available,Not Available,Not Available,0,236142,84 Baxter St
2022,1001980030,New York,Office,1920,58,3371623.2,3469937.1,256.4,32253,224 Canal Street
2022,1001990034,New York,Multifamily Housing,1915,39,3542746.5,3639696.1,203.8,30582,106 Bayard st
2022,1002000001,New York,Social/Meeting Hall,1900,Not Available,0,Not Available,0,41358,92 Bayard St
2022,1002010004,New York,K-12 School,1959,Not Available,2118753.8,2202086,136.3,49638,62 Mott Street
2022,1002010018,New York,Office,1910,68,3179396.6,3247081.6,227.8,39224,168 Canal Street
2022,1002010020,New York,Police Station,1950,Not Available,2265137.1,2314661.1,141.3,17800,19 Elizabeth St
2022,1002020023,New York,Hotel,2017,33,15399869.7,15232614.8,1098.3,156556,50 Bowery
2022,1002020025,Manhattan,Restaurant,1934,Not Available,4673502.2,4673502.2,272.7,47500,"46-48 Bowery, 14-20 Elizabeth St"
2022,1002030002,New York,Office,1915,49,1898293,1910229.7,154,32100,159 Canal Street
2022,1002030017,New York,Hotel,1910,Not Available,3281486.1,3366680.9,195.4,31000,88 Bowery
2022,1002030025,New York,Office,1920,Not Available,Not Available,Not Available,0,15000,70 Bowery
2022,1002030026,New York,Retail Store,1920,Not Available,Not Available,Not Available,0,28500,70 Bowery
2022,1002030026;1002030025,New York,Office,1920,Not Available,3504399.3,3541651.4,267.5,43500,70 Bowery
2022,1002030031,Manhattan,Medical Office,2006,10,4932222.4,4911422.2,404,27109,64 Bowery
2022,1002050008,New York,Multifamily Housing,2019,67,1389900.3,1394083.8,107.4,28474,114 Mulberry St
2022,1002050030,New York,Office,1929,22,2718980.5,2721039.6,212.3,33000,185 Canal Street
2022,1002057501,New York,Office,1920,2,9472476.2,9445848.2,579.1,37749,103 Mott st
2022,1002070001,Manhattan,Office,2006,73,2823626.1,2835021.3,218.7,43942,235 Canal Street
2022,1002070020,Manhattan,Office,1928,67,2794440.4,2838543.7,225.2,33000,"221-227 Canal Street, 114 Baxter Street"
2022,1002080019,Manhattan,Mixed Use Property,1983,Not Available,2044015.7,2089345.9,144.7,42544,"239-241 Canal St, 159-201 Centre St, and 1 Howard St"
2022,1002090001,New York,Retail Store,1927,Not Available,1463898.2,1483400.8,108.8,29343,277 Canal Street
2022,1002090005,New York,Office,1915,98,566907.2,582076.7,47.9,42000,428 Broadway
2022,1002090019,New York City,Hotel,1961,17,12675037.1,12675037.1,917.6,107830,11 Howard Street / 138 Lafayette St
2022,1002100026,New York,Multifamily Housing,1920,Not Available,2343844.7,2405615.7,180.7,40018,45 Lispenard Street
2022,1002107501,New York,Multifamily Housing,1910,Not Available,891499.9,860758.7,59.7,37109,39 Lispenard Street
2022,1002110018,New Yok,Office,1915,42,3127257.9,3209491.4,204,31785,285 W Broadway
2022,1002110029,New York,Hotel,2010,68,15212604.8,15383452.8,1044.1,163132,370 Canal St
2022,1002120018,New York,Office,1888,84,2772390.1,2763127.8,228.9,100000,52 Varick Street/15 Laight Street
2022,1002140001,New York City,Office,1885,94,1781659.5,1781659.5,126.1,30000,53 Beach Street
2022,1002140001,New York,Office,1915,66,1806053.8,1806053.8,128,30000,53-55 Beach Street
2022,1002157501,New York,Multifamily Housing,1920,Not Available,1422916.7,1450531.6,89.2,31515,155 Hudson Street
2022,1002157502,New York,Multifamily Housing,1930,65,5011220.6,4968884.1,325.9,62076,161 Hudson St
2022,1002160001,New York,Financial Office,1986,80,575191454.2,575191454.2,34192.9,2598044,388 Greenwich
2022,1002177502,New York,Multifamily Housing,2007,Not Available,2917150.1,2941195.8,207.9,40309,408 Greenwich Street
2022,1002180008,New York,Multifamily Housing,1883,Not Available,920388.6,916587.1,58.3,27743,434 Greenwich St.
2022,1002187501,New York,Multifamily Housing,1915,92,9029365,9124808.7,662.2,208100,92 Laight St
